hotel_id,title,positive_des,negative_des,rating,user_country,type_of_travel,username,date,no_of_nights,room_type
hilton-singapore-orchard,the staff were attentive and able to react to requests and update accordingly.,the place is clean.,there were guests who leave restaurants without mask on walking around at night.,8.0,Singapore,Couple,Queenie,June 2022,,Premium King Room with City View
hilton-singapore-orchard,Very good,"We love the location foremost ,the comfortable bed and pillows !keep it up",Just continue your good job !,8.0,Philippines,Couple,Mayi,June 2022,,Deluxe King Room
hilton-singapore-orchard,Superb,Location was central to many shopping places. This hotel is still fairly new so all amenities were all very clean. Had a great stay!,"Staffs could be more proactive at the front desk to usher guests to the right lifts. It was a busy night when I checked in, and had to find staff to figure out which lifts go up to the rooms after a few failed tries.",9.0,Australia,Couple,Lin,June 2022,,Executive King Room
hilton-singapore-orchard,Superb,location cleanliness,a bit overpriced,9.0,Hong Kong,Solo traveller,Siu,May 2022,,Premium King Room with City View
hilton-singapore-orchard,Made welcome by caring staff especially in executive lounge. Let down by misinformation and lack of knowledge from staff,Clean  Central,Arriving after midnight with NO indication of needing to progress to reception on floor 5.,9.0,Australia,Couple,Jennifer,June 2022,,One-Bedroom King Suite
hilton-singapore-orchard,Superb,"All went well. Staff is nice, and location is very good",,9.0,United Arab Emirates,Solo traveller,Mohamed,May 2022,,Premium King Room
hilton-singapore-orchard,Good,Good Breakfast,,7.0,Sri Lanka,Solo traveller,Saman,June 2022,,Premium King Room
hilton-singapore-orchard,"strategic location, great access, clean and convenient for family with kids","location, access",,8.0,Indonesia,Family,Tizzy,April 2022,,Premium Twin Room with City View
hilton-singapore-orchard,"Lovely bed, best location right in centre of Orchard Road.","Love the beds and rooms meets its purpose, however for muslims please be careful of the breakfast as many contain pork & not properly written down. The choice of TV channels could be more varieties ie Entertainment section.",The TV channels,7.0,Malaysia,Family,Noor,May 2022,,Premium King Room
hilton-singapore-orchard,Great location and nice new rooms.,"- The location and the view of Orchard Rd.- Free parking straight up to hotel and in heart of Orchard Rd.- The lift lobby we were at went straight down to Mandarin Gallery and out to Orchard Rd.","- The pool was vert small.- The tall glasses were in a drawer and not very secure. Broke one just by opening it. - There are a few lifts lobbies so may be confusing for first time guests.- Got charged for a bottle from mini bar when we had not consumed it. Managed to clarify this at check-out though.",8.0,Singapore,Family,Elom,May 2022,,Deluxe King Room
hilton-singapore-orchard,Great stay,"Location superb, breakfast also super","We book the room for 3 pax and I told the reception to set up the Extra Bed, but when we came back at 11.00 pm. The extra bed not yet set up. Have to wait for 30 mins to HK come and make the set up.",9.0,Indonesia,Family,Gede,May 2022,,One-Bedroom King Suite
hilton-singapore-orchard,It was a wonderful weekend. Thank you.,"Breakfast was amazing. Lots of variety and well presented. Staff were amazing. Nothing was too much trouble. Lots of smiling eyes. Great attention to detail everywhere. Close to lots of shopping. We would love to stay here again.","Our room was perhaps a little smaller than we thought it would be.  But is was well presented.Also, despite having three restaurants on the property, there was not a great diversity of food available for lunch and dinner.",9.0,Australia,Couple,Gillian,May 2022,,Premium King Room
hilton-singapore-orchard,great location,great kocation,hard to get taxi / grab,7.0,Singapore,Solo traveller,Chi,May 2022,,Premium King Room
hilton-singapore-orchard,Enjoyable,Room is new and nicely renovated,It was quite pricey,9.0,New Zealand,Solo traveller,Sheau,May 2022,,Premium King Room with City View
hilton-singapore-orchard,Good,location,The room was too small compared to the pricing.,7.0,Bangladesh,Family,Zaheed,May 2022,,Premium King Room with City View
hilton-singapore-orchard,comfortable stay.,room renovation. location.,pick up and dropping point dark.,7.0,Bangladesh,Couple,Mohammed,May 2022,,Premium King Room with City View
hilton-singapore-orchard,Fantastic 4D3N stay,"Great ambience in the hotel in general (lobby area, restaurant and rooms). Location in Orchard is perfect and nearby shopping malls, MRT stations which was really convenient. Definitely enjoyed my stay here and would definitely come back next time in SG.",,9.0,Malaysia,Couple,Kasmir,May 2022,,Premium King Room
hilton-singapore-orchard,Good,location,,7.0,India,Solo traveller,Ajit,April 2022,,Premium King Room
hilton-singapore-orchard,"good hotel with excellent location, but room cleanliness may depends upon the housekeeping","good location , rooms are good and spacious","the toilet has a very strong urine smell since we arrive. we already inform the staff but the smell is still very strong until our last day of stay. the toilet was also not properly cleaned when we checked, there were traces of urine around the bowl when we arrive",8.0,United Kingdom,Group,Pantira,May 2022,,Premium Twin Room with City View
hilton-singapore-orchard,Overall we had a comfortable stay. Thank you very much.,Overall cleanliness is good. Staff are well behaved. Specially the concierge people in both Level 5 and at the Ground level are friendly and efficient. The housekeeping staff are friendly too and work well.,"1. We had asked for a hand-held water spray with our toilet seat which could not be provided. 2. The closet for hanging clothes is too sparse. Could have been spacious.3. I did not find the electrical outlet in the bathroom for my trimmer.4. There were drawers on one side of the bed and none on the other, only a small table top, which was inconvenient.5. The room service menu did not have food that we preferred for ""Suhoor"" ie the meal at late night before fasting starts.",7.0,Bangladesh,Couple,Salim,April 2022,,Executive King Room
hilton-singapore-orchard,Lovely,"LOCATION IS GOODROOM WAS GOOD",EVERY THING WAS GOOD,9.0,Sri Lanka,Solo traveller,Hemantha,April 2022,,Deluxe King Room
hilton-singapore-orchard,great location,excellent staff attitude and location is second to none,no smoking rooms,8.0,Oman,Solo traveller,Ali,April 2022,,Premium King Room
hilton-singapore-orchard,Good,location,they were to release the card blocked as we made the payment through another card but it hadn’t happened! not able to reach the hotel at all!,7.0,India,Couple,Sushma,April 2022,,Premium King Room with City View
hilton-singapore-orchard,Superb,accessibility,Bathub and shower combined,9.0,Singapore,Couple,Florina,January 2022,,Mystery Room
hilton-singapore-orchard,recommend for sole traveler. good location.,breakfast,,9.0,Taiwan,Solo traveller,郁晞,April 2022,,Deluxe King Room
hilton-singapore-orchard,Good,breakfast is good,room is so small even hanger was put behind the tv is it so not propiate for the value,7.0,Indonesia,Family,Eddy,March 2022,,Premium King Room with City View
hilton-singapore-orchard,Very good,Color of the room should be brighter,,8.0,Indonesia,Couple,Maria,April 2022,,Premium King Family Room
hilton-singapore-orchard,comfortable hotel in a central location,new and comfortable. concierge very competent and helpful,"front desk was not flexible and I had to wait for hours before my room was ready.
the pool changing room is not up to standard",8.0,Switzerland,Solo traveller,Lucio,April 2022,,Deluxe King Room
hilton-singapore-orchard,Good,"newly renovated, facilities/room were new.",other guest rooms brought in many guests & were creating a lot of noise late at night.,7.0,Singapore,Couple,Min,April 2022,,Deluxe King Room
hilton-singapore-orchard,Very good,All good,Price a bit high this time,8.0,Hong Kong,Solo traveller,Yui,April 2022,,Premium King Room
hilton-singapore-orchard,Ring the changes! An excellent stay.,"This property has been excellently renovated. The new rooms are great, with the most comfortable bed ever. I really liked that the staff went out of their way to help. There was no bar soap, which I like but they don't provide (only liquid soap). Ten minutes after me asking reception there was a knock on my room door. They had gone out and bought me a Dove Soap bar from the supermarket across the road!",The Italian restaurant was not yet ready/open. So there was only the one in-house eatery. A buffet restaurant.,9.0,United Kingdom,Solo traveller,Dr,April 2022,,Deluxe King Room
hilton-singapore-orchard,Very good,bf were good,price,8.0,Indonesia,Couple,Jeffrey,March 2022,,Premium King Room
hilton-singapore-orchard,very comfortable,new and crisp,lifts are confusing,9.0,Philippines,Couple,Albert,March 2022,,Premium King Room
hilton-singapore-orchard,Superb,,"Need more water in the room Need sanitiser and masks Should have 2 bathrobes we only got 1",9.0,Singapore,Couple,Isaac,March 2022,,Premium King Family Room
hilton-singapore-orchard,Overrall stay is generally comfortable but can be further improved,Central locarion within Orxhard,The aircon was not cold enough despite tuning the temperature and rhe swimming pool can be much improved.,7.0,Singapore,Group,Lim,March 2022,,Deluxe King Room
hilton-singapore-orchard,Superb,Location was good and facilities are well maintained,Front desk staffs were friendly only setback is the checking in Covid SOP was a bit lengthy and cumbersome,9.0,Singapore,Family,Jeff,February 2022,,Deluxe Twin Room with Extra Bed
hilton-singapore-orchard,great and relaxing stay,the location,"maybe it’s under renovation, the layout of the room is somewhat weird",8.0,Singapore,Couple,Jing,January 2022,,Mystery Room
hilton-singapore-orchard,A value for money,Hope that the hotel can cater for halal food,Na,8.0,Singapore,Family,Mohd,February 2022,,Premier King Room
hilton-singapore-orchard,Very good,Comfort,No youtibe inside room,8.0,Singapore,Family,Nurulaqilah,January 2022,,Mystery Room
hilton-singapore-orchard,overall is okay,location,air conditioning is not cold enough,6.0,Malaysia,Couple,Annie,September 2022,,Deluxe King Room
hilton-singapore-orchard,over price now,location very good,"main lobby at level 5 , prefer the old design",3.0,Indonesia,Family,Jongkie,September 2022,,Deluxe King Room
hilton-singapore-orchard,We had an awesome stay and would definitely be back.,The staff are v welcoming and friendly. :) Location is centralised and extremely convenient.,,10.0,Singapore,Family,Katlyn,September 2022,,One-Bedroom King Suite
hilton-singapore-orchard,Fantastic and awesome!,Cleanliness and location,nil,10.0,Singapore,Family,Wong,September 2022,,Deluxe King Room
hilton-singapore-orchard,Overall is very good.,,"There used to have mio sport channel to watch epl games. But when I book this time, there is totally no more. Hope to have it next time.",6.0,Singapore,Couple,Lim,August 2022,,Deluxe King Room
hilton-singapore-orchard,the housekeeper does not respect the “Do not disturb” sign,good location,Late afternoon when I was half asleep there was a house keeper came into my room and woke me up asking me if I wanted to get the room clean. I was so shock since I put the “Do not disturb” on (the house keeper should know the sign is on since they can’t ring the bell when the ‘Do not disturb’ is on) but this house keeper still went into the room and WOKE ME UP! I guess Hilton really don’t care about their guests privacy. Very disappointing and shameful this the last time Im staying in Hilton Hotel.,2.0,Indonesia,Couple,Esmeralda,August 2022,,Executive King Room
hilton-singapore-orchard,"good location, helpful staff but not room wasn’t spacious and noise every morning",the location proximity to shopping centre,there was noise from renovation,6.0,Australia,Family,Florence,July 2022,,Premium Twin Room
hilton-singapore-orchard,Exceptional,the hotel is newly renovated so is in excellent condition,restaurant breakfast and dinner could be better.,10.0,Indonesia,Couple,Geoffrey,August 2022,,Premium King Room
hilton-singapore-orchard,Excellent,Location,Nothing,10.0,Singapore,Family,Vini,August 2022,,Premium King Room with City View
hilton-singapore-orchard,Overall excellent,Location was excellent; just next to all shopping malls,Would prefer a but softer pillows,10.0,Malaysia,Family,Hui,July 2022,,King Corner Suite
hilton-singapore-orchard,Exceptional,,Breakfast could have been better.,10.0,India,Family,Amit,June 2022,,Premium King Room with City View
hilton-singapore-orchard,"Long wait for the room. Booked for 1.30pm arrival, checked in 3pm after lunch. Got 1 room for 5pm , my sisters have to w","Location, clean , newly refurbished",Long wait for rooms almost 2 hours. Rooms facing a wall with side views of city.,6.0,Philippines,Family,Roberto,July 2022,,Premium Twin Room with City View
hilton-singapore-orchard,excellent,locatio..its near to everything.Food and shopping very convenient,,10.0,Philippines,Couple,Jebeth,May 2022,,Premium Twin Room with City View
hilton-singapore-orchard,Pleasant,I like the bathroom the  toiletries and the coffee machine ! That's excellent,The pre arranged transport to the airport was not done at all ! We were half an hour late,6.0,Brunei Darussalam,Couple,Fiona,June 2022,,Premium King Room with City View
hilton-singapore-orchard,Pleasant,The location was excellent.,"The premier room   was small and not comfortable.
The bed was most uncomfortable.
Recommend to pay more and book the better rooms.",6.0,Malaysia,Couple,Elsie,June 2022,,Premium King Room with City View
hilton-singapore-orchard,"Treated like royalty by the very attentive staff. Fantastic hotel, can't wait to come back","Clean, stylish and functional room. Room included two TVs, kettle and nespresso machine (new capsules brought every day), iron and hairdryer. Staff were fantastic and helpful at every stage. The gym was well equipped and always clean, well stocked with clean towels and bottled water.","Would have preferred the air temp lower in the gym, AC was set to 24 degrees C.",10.0,United Kingdom,Couple,Lilley,May 2022,,One-Bedroom King Suite
hilton-singapore-orchard,"a great move by Hilton to take over this great hotel. they have a good brand, and i think it can only get better","great location, staff very well trained, have not travelled for 2.5 years. this was a great trip",i liked most things,10.0,Philippines,Family,Keith,May 2022,,Premium King Family Room
hilton-singapore-orchard,"not bad, looking foward for better services",the design,the staffs were not friendly as i thought,6.0,Indonesia,Couple,Swasthi,May 2022,,Deluxe King Room
hilton-singapore-orchard,"Beautiful hotel, top location on Orchard.",very nice rooms and super location. Near all the big malls. Opposite of Apple Store and many other brands. Very comfy bed.,nothing,10.0,Vietnam,Group,Duong,May 2022,,Premium King Room
hilton-singapore-orchard,good,Services not up to expectation other than good location,The shower has defects as water flow out onto the floor,5.0,Malaysia,Couple,Koon,May 2022,,Premium King Room with City View
hilton-singapore-orchard,I will come back for long term stay on june15 or 21 for 2 weeks.  Make me an offer & I’ll share in f,Oysters on level 5,"Explanation to high elevator Fast check inLuggage took 1 hr to bring up Fill up of i room fridge Don’t worry - I might come back but there is still a job to be done & maybe with less staf.  Pls try to multitask - far 2 any connections to become identity",4.0,Cambodia,Solo traveller,Jef,May 2022,,Premium King Room
hilton-singapore-orchard,good & comfortable,Location is good,Receptionist is not hospitality,10.0,Vietnam,Solo traveller,Tran,May 2022,,Premium King Room with City View
hilton-singapore-orchard,Exceptional,All the staff members are ready friendly and courteous.,After hour food menu,10.0,Australia,Solo traveller,Mohammad,May 2022,,Premium Twin Room
hilton-singapore-orchard,had a great and comfortable stay,very clean and friendly staff,a little pricey,10.0,Philippines,Family,Mayra,April 2022,,Premium King Room
hilton-singapore-orchard,awesome,new rooms!!  cleanliness,pricey connecting room,10.0,Philippines,Family,Chris,April 2022,,Deluxe King Room
hilton-singapore-orchard,Pleasant,very close to we’re staying,none,6.0,Indonesia,Family,Hardjuni,May 2022,,Premium King Family Room
hilton-singapore-orchard,had indicated late check out while booking and was willing to pay for it but was denied.,"Good room, Breakfast good spread",Bad pillows and had to remind twice to get room cleaned.  Service quality was not up to the mark for a suite,1.0,India,Couple,Mahendran,May 2022,,Executive King Suite
hilton-singapore-orchard,Poor,the gym,small room with bad bed.,3.0,Hong Kong,Family,Man,May 2022,,Premium King Room
hilton-singapore-orchard,"Disappointed. Nice new room decor, yet poor management & service. Not worth it at 400 ++ SGD/night","1) The Front Desk Supervisor lady that was helping me checked in was quite thoughtful and understanding. Nice to talk to.2) Newly refurbished room, good decor","1) Why does a 5 star hotel requires guests, upon check in, to sign a piece of printed one page statement that states that due to covid restrictions the undersigned (guest) is/are only allowed to have 2 people in the room??? very weird. Before checking in to this Hilton hotel, I just checked out from Andaz Singapore, and they didn't require us to sign the same piece of paper.2) I have had better services & hospitality with other 5 star hotels, especially at 400 SGD/ night.3) You can hear clearly every conversation from the corridor, especially in the room placed right in front of the lift lobby of the given floor. I am not sure if this is suitable for a 5 star hotel.4) I checked in at 11 AM, got my room at 10 PM. Understaffed? I would give the benefit of doubt that they were just trying to serve me a cleaner room. Also, they told me that once the room was ready I would receive an SMS, but none was received.additional: The hotel is comprised out of two towers that is staggered as an ""L"", thus some rooms directly faces their other tower, for me this room does not worth 400 SGD/ night even if the service is great, which it isn't. If you do get a good price for this hotel, say 200 SGD all inclusive, and are just looking for a clean and newly renovated room to sleep in during the night in a hotel by the Orchard Road, go book this hotel.Hilton, some things you can't change, but on point 1,2,3, and 4 you can. And in my opinion you should as you advertise yourself as a 5 star hotel.",3.0,Indonesia,Couple,Glenn,April 2022,,Premium King Room
hilton-singapore-orchard,"not worth it, should go to other place","The room is new but others are the same as mandarin oriental, the Location is super nice","The service is quite bad, wifi password not working with the thing that told us need to call and ask again, they charged twice for the deposit and excuse that it is system failure, staff not helpful,",2.0,United Kingdom,Group,Natthanich,April 2022,,Premium Twin Room with City View
hilton-singapore-orchard,Reconsidering to look for another hotel to stay in Orchard Rd for our next visit!,"the location is the best, right in the heart of orchard rd. It used to be Mandarin Orchard Hotel, but since Feb 2022 it has changed into Hilton Orchard.","The staff. The concierge when we arrived at the hotel was very rude. It gave us an unwelcoming feeling since the first moment we stepped foot into the hotel. Very different with the service provided by the previous Mandarin Orchard Hotel, which was very warm and welcoming. I didn't know whether the concierge was having a bad day at home that day or he was just naturally rude. But if you worked in hospitality industry, whatever the reason was, you can't be rude to the hotel guests. The receptionist was so-so. Mandarin Orchard provide much better service. And I do expect the same from Hilton Orchard (big hotel chain with years of experience in its field). To top it off, we found 2 bugs on our bed. I understand the hotel is brand new (it reopens on Feb 2022), so must be the cleaning process that wasn't thorough?",6.0,Indonesia,Family,Ivonne,April 2022,,Premium King Room
hilton-singapore-orchard,Passable,good location for shopping lovers,the staffs working at level 5 were mostly pretty unpolite. The pillows are not comfortable.,5.0,Cambodia,Solo traveller,Huy,April 2022,,Deluxe King Room
hilton-singapore-orchard,not worth the price we paid.,location is perfect. we are always a fan of mandarin orchard so naturally we chose Hilton.,the bed and pillows were just too soft and uncomfortable. didn’t manage quality sleep for the 3 nights there.,6.0,Malaysia,Couple,Jasmine,April 2022,,Premium King Room
hilton-singapore-orchard,Exceptional,outstanding overall,,10.0,India,Couple,Sachinder,April 2022,,Deluxe King Room
hilton-singapore-orchard,dissapointing,location,"the shower room, its door wont close properly so water leaking to to whole floor toilet & i have to wipe n clean it after taking shower & its very annoying",6.0,Indonesia,Family,Johanes,April 2022,,Premium Twin Room
hilton-singapore-orchard,disappointing for a several time return guest,location - I have stayed there before but it was transitioning between mandarin and Hilton branding and basically everything was closed,"nothing was
open to guests",6.0,Australia,Couple,Simone,January 2022,,Deluxe King Room
hilton-singapore-orchard,Exceptional,"The staff were all very courteous and friendly, and that made our stay really comfortable. Will definitely recommend Hilton to friends and family, and will definitely be going back again someday.",Nil.,10.0,Singapore,Group,★°,March 2022,,Premium King Family Room
hilton-singapore-orchard,Would not return,Bed was comfortable,"I tested positive for covid on arrival which meant I had to stay 7 days in the hotel before I was allowed to leave. The staff were not helpful. The food which we ordered was delivered cold and there was an uncaring from the staff, think waiting 2 hours for a glass of milk to be delievered for a cup of tea.There will be a big cleaning fee when you leave if you test positive for covid, maybe this is normal now?They hounded us for money by attempting to take it from my transferwise card every day like we were going to run away and not pay our bill.When we were able to leave, we settled the bill. Now I am back in the UK they have somehow changed the final bill and taken more money so now I am having to dispute this with transferwise. They did not communicate anything why they wanted this extra money and there was an agreement that everything had been settled when we left as there was a problem which we thought was settled.So overall, would never return here and would not recommend it to anyone else.",1.0,Thailand,Couple,Scott,March 2022,,Premium King Room with City View
hilton-singapore-orchard,Loving Hiltonnnnnn,"The aesthetics of the room!!!! IT IS BEAUTIFUL. And we also had the room facing orchard road. So it was really nice. Love itttt. Also, they have whatsapp service that allows us to interact with the reception easily. Perfect for people who dont like speaking over the phone.",Perhaps can offer halal options in the restaurant. There was no option for screen mirroring on the TV. Pillows were abit too soft.,10.0,Singapore,Couple,Nur,March 2022,,Premium King Room
hilton-singapore-orchard,2D1N wasn’t enough!,"Staffs were very friendly and helpful everywhere, especially the front desk staff, Pei Xuan. We enjoyed the breakfast at Estate; it pampered us with an excellent spread!",,10.0,Singapore,Family,Patricia,March 2022,,Deluxe King Room
hilton-singapore-orchard,Pleasant,location,renovation on going . wait for a long time for Lift. causing lots of inconvenience. also enter n exit hotel difficult .considering the rates are still so super high,6.0,Malaysia,Family,King,February 2022,,Superior Deluxe Twin Room
hilton-singapore-orchard,Exceptional,"The staffs are friendly and polite
Especially the staffs who help to clean our room on our check in day
Excellent service 👍👍👍👍👍",All is well 👍👍👍👍👍,10.0,Singapore,Family,Florence,February 2022,,Superior Deluxe Twin Room
hilton-singapore-orchard,Superb,Great location,The room is without a safe box,9.0,Malaysia,,Anonymous,March 2022,,
hilton-singapore-orchard,,,,9.0,Thailand,Family,Mitsuru,July 2022,,Premium King Room
hilton-singapore-orchard,,,,9.0,Vietnam,Family,Sam,June 2022,,Premium King Room with City View
hilton-singapore-orchard,,,,8.0,Vietnam,Couple,Phuong,June 2022,,Premium King Room
hilton-singapore-orchard,,,,9.0,Japan,Solo traveller,Ｍａｓａｍｉ,June 2022,,Deluxe King Room
hilton-singapore-orchard,,,,8.0,Netherlands,Couple,Rjh,May 2022,,One-Bedroom King Suite
hilton-singapore-orchard,,,,10.0,Indonesia,Couple,Verali,August 2022,,Deluxe King Room
hilton-singapore-orchard,,,,10.0,Taiwan,Family,怡雯,June 2022,,Premium Twin Room with City View
hilton-singapore-orchard,,,,10.0,Vietnam,Family,Phuoc,May 2022,,Premium King Room with City View
hilton-singapore-orchard,,,,6.0,Vietnam,Family,Thi,May 2022,,Premium King Suite
hilton-singapore-orchard,,,,4.0,China,Group,Juan,April 2022,,Premium King Room with City View
hilton-singapore-orchard,,,,6.0,Italy,Solo traveller,Paolo,January 2022,,Superior Deluxe King Room
hilton-singapore-orchard,Superb,,,9.0,Indonesia,Family,Dian,September 2022,,Premium King Room with City View
hilton-singapore-orchard,Very good,,,8.0,Australia,Couple,Yoshen,September 2022,,Deluxe King Room
hilton-singapore-orchard,Superb,,,9.0,Philippines,Couple,Salome,June 2022,,Premium King Room
hilton-singapore-orchard,Superb,,,9.0,Malaysia,Family,Tan,September 2022,,Premium King Room
hilton-singapore-orchard,Good,,,7.0,Singapore,Couple,Mira,September 2022,,Deluxe King Room
hilton-singapore-orchard,Superb,,,9.0,Philippines,Couple,Martin,September 2022,,Deluxe King Room
hilton-singapore-orchard,Superb,,,9.0,Australia,Family,Thanh,September 2022,,Premium King Room with City View
hilton-singapore-orchard,Superb,,,9.0,Thailand,Family,Kanyaratana,September 2022,,Premium Twin Room
hilton-singapore-orchard,Superb,,,9.0,Philippines,Couple,May,August 2022,,Deluxe King Room
hilton-singapore-orchard,Superb,,,9.0,India,Group,Priyanka,August 2022,,Premium King Room
hilton-singapore-orchard,Superb,,,9.0,United Arab Emirates,Group,Sghaira,August 2022,,Deluxe King Room
hilton-singapore-orchard,Superb,,,9.0,Philippines,Family,Vivian,August 2022,,Premium King Room
hilton-singapore-orchard,Superb,,,9.0,Australia,Family,Manino,August 2022,,King Corner Suite
hilton-singapore-orchard,Superb,,,9.0,United States,Couple,Intan,August 2022,,Premium Twin Room
hilton-singapore-orchard,Very good,,,8.0,Bangladesh,Family,Saidul,August 2022,,Premium King Room with City View
hilton-singapore-orchard,Superb,,,9.0,Australia,Couple,Peter,June 2022,,Deluxe King Room
hilton-singapore-orchard,Good,,,7.0,South Africa,Group,Craig,August 2022,,Premium King Room
hilton-singapore-orchard,Good,,,7.0,Sri Lanka,Solo traveller,Rainier,July 2022,,Deluxe King Room
hilton-singapore-orchard,Very good,,,8.0,Indonesia,Solo traveller,Husni,August 2022,,Premium King Room with City View
hilton-singapore-orchard,Good,,,7.0,Bangladesh,Couple,Choudhury,August 2022,,Premium King Room with City View
hilton-singapore-orchard,Very good,,,8.0,Bahrain,Group,David,June 2022,,Premium King Room
hilton-singapore-orchard,Very good,,,8.0,Bahrain,Group,David,July 2022,,Premium King Room
hilton-singapore-orchard,Very good,,,8.0,Vietnam,Group,Luong,July 2022,,Premium Twin Room
hilton-singapore-orchard,Superb,,,9.0,Philippines,Family,Adrian,July 2022,,Deluxe King Room
hilton-singapore-orchard,Good,,,7.0,Cambodia,Couple,Rosa,July 2022,,Premium Twin Room
hilton-singapore-orchard,Very good,,,8.0,United Kingdom,Solo traveller,Craig,July 2022,,Premium King Room with City View
hilton-singapore-orchard,Superb,,,9.0,Philippines,Couple,Annaliza,July 2022,,Premium King Room
hilton-singapore-orchard,Superb,,,9.0,Qatar,Solo traveller,Hamad,July 2022,,Executive King Room
hilton-singapore-orchard,Good,,,7.0,Singapore,Solo traveller,Joshua,June 2022,,Executive King Room
hilton-singapore-orchard,Superb,,,9.0,Indonesia,Family,Jesica,May 2022,,Deluxe King Room
hilton-singapore-orchard,Superb,,,9.0,Brunei Darussalam,Group,Khan,June 2022,,Premium King Room
hilton-singapore-orchard,Very good,,,8.0,Indonesia,Family,Frisanti,June 2022,,Premium King Room
hilton-singapore-orchard,Superb,,,9.0,Indonesia,Couple,Nedy,May 2022,,Deluxe King Room
hilton-singapore-orchard,Very good,,,8.0,Australia,Couple,Gary,June 2022,,Premium King Room with City View
hilton-singapore-orchard,Very good,,,8.0,Singapore,Couple,Goh,May 2022,,Executive King Room
hilton-singapore-orchard,Superb,,,9.0,Singapore,Couple,Hwee,May 2022,,Premium King Room
hilton-singapore-orchard,Very good,,,8.0,Vietnam,Family,Uyen,June 2022,,Premium King Room with City View
hilton-singapore-orchard,Superb,,,9.0,Indonesia,Solo traveller,Andry,May 2022,,Premium King Room with City View
hilton-singapore-orchard,Very good,,,8.0,Malaysia,Couple,Fu,May 2022,,Premium King Room
hilton-singapore-orchard,Superb,,,9.0,Cambodia,Couple,Janos,May 2022,,Premium King Room with City View
hilton-singapore-orchard,Very good,,,8.0,Singapore,Family,Catherine,May 2022,,Executive King Room
hilton-singapore-orchard,Very good,,,8.0,Singapore,Family,Catherine,May 2022,,Executive King Room
hilton-singapore-orchard,Superb,,,9.0,Bangladesh,Solo traveller,Rajesh,May 2022,,Premium King Room
